time,roll_acceleration
58.64000000000006,-565.504521996545
58.650000000000055,-607.5351221067821
58.66000000000005,-544.9158602347723
58.67000000000006,-605.5566640173301
58.68000000000006,-544.9871989552964
58.690000000000055,-620.1538999494453
58.70000000000005,-671.7776224817711
58.71000000000006,-974.9006565628594
58.720000000000056,-742.5468468138755
58.730000000000054,-854.2739993698941
58.74000000000005,-977.0726099964169
58.75000000000006,-895.9601546156787
58.760000000000055,-702.5324659606061
58.77000000000005,-645.1365261764255
58.78000000000006,-1025.0579517563986
58.790000000000056,-609.2501945699437
58.800000000000054,-609.8130625563196
58.81000000000005,-743.5690914387185
58.82000000000006,-493.86254029038884
58.830000000000055,-434.3022285544898
58.84000000000005,-66.95904568465411
58.85000000000006,17.40402914664248
58.860000000000056,-11.888720222143837
58.870000000000054,23.476983414664932
58.88000000000005,-260.29924306129124
58.89000000000006,-177.09755584692206
58.900000000000055,-9.755975447310496
58.91000000000005,-145.26720498612787
58.92000000000006,-271.75317452959956
58.93000000000006,3.0329154574000357
58.940000000000055,278.2268956488606
58.95000000000005,151.1360772698847
58.96000000000006,493.4030586532755
58.970000000000056,635.7987431010035
58.980000000000054,579.5521780492242
58.99000000000006,894.9559435850348
59.00000000000006,1244.5428517707896
59.010000000000055,1194.2524833340156
59.02000000000005,1067.0110787646884
59.03000000000006,836.746823991909
59.040000000000056,953.4307707226601
59.050000000000054,964.5429478170275
59.06000000000006,1038.1801913537827
59.07000000000006,722.0288975358646
59.080000000000055,659.8771273224186
59.09000000000005,523.4229861902493
59.10000000000006,481.8075566880742
59.110000000000056,545.1475526214272
59.120000000000054,649.5202262599296
59.13000000000005,341.01062078218627
59.14000000000006,232.90006946727502
59.150000000000055,6.584332468582109
59.16000000000005,67.22688586708568
59.17000000000006,128.64297313366885
59.18000000000006,105.08401949032726
59.190000000000055,293.0441289692101
59.20000000000005,394.05080369489906
59.21000000000006,255.70911771255166
59.220000000000056,175.71620664893032
59.230000000000054,235.80177441485972
59.24000000000006,117.99738695034559
59.25000000000006,201.15111254117355
59.260000000000055,-79.70272884786849
59.27000000000005,-334.6808678979834
59.28000000000006,-644.0127360121268
59.290000000000056,-928.1123348619777
59.300000000000054,-1363.305343311899
59.31000000000006,-1307.2784429620579
59.32000000000006,-1546.5578714541432
59.330000000000055,-1859.6507784240302
59.34000000000005,-1754.9632201830834
59.35000000000006,-1692.0289440483507
59.360000000000056,-1789.7219465515502
59.370000000000054,-1761.9639593022002
59.38000000000005,-1534.6192210391555
